Entry,Gene Names,Protein names,Query_original,Query_clean
Q6NUM9,RETSAT PPSIG UNQ439/PRO872,"All-trans-retinol 13,14-reductase (EC 1.3.99.23) (All-trans-13,14-dihydroretinol saturase) (RetSat) (PPAR-alpha-regulated and starvation-induced gene protein)","All-trans-retinol 13,14-reductase (EC 1.3.99.23) (All-trans-13,14-dihydroretinol saturase) (RetSat) (PPAR-alpha-regulated and starvation-induced gene protein)","All-trans-retinol 13,14-reductase"
B4DKE1,,"All-trans-retinol 13,14-reductase (EC 1.3.99.23)","All-trans-retinol 13,14-reductase (EC 1.3.99.23) (All-trans-13,14-dihydroretinol saturase) (RetSat) (PPAR-alpha-regulated and starvation-induced gene protein)","All-trans-retinol 13,14-reductase"
H7BZ16,RETSAT,"All-trans-retinol 13,14-reductase (EC 1.3.99.23)","All-trans-retinol 13,14-reductase (EC 1.3.99.23) (All-trans-13,14-dihydroretinol saturase) (RetSat) (PPAR-alpha-regulated and starvation-induced gene protein)","All-trans-retinol 13,14-reductase"
H7C3J0,RETSAT,"All-trans-retinol 13,14-reductase (EC 1.3.99.23)","All-trans-retinol 13,14-reductase (EC 1.3.99.23) (All-trans-13,14-dihydroretinol saturase) (RetSat) (PPAR-alpha-regulated and starvation-induced gene protein)","All-trans-retinol 13,14-reductase"
H0YGU3,RETSAT,"All-trans-retinol 13,14-reductase (EC 1.3.99.23)","All-trans-retinol 13,14-reductase (EC 1.3.99.23) (All-trans-13,14-dihydroretinol saturase) (RetSat) (PPAR-alpha-regulated and starvation-induced gene protein)","All-trans-retinol 13,14-reductase"
P19652,ORM2 AGP2,Alpha-1-acid glycoprotein 2 (AGP 2) (Orosomucoid-2) (OMD 2),Alpha-1-acid glycoprotein 2 (AGP 2) (Orosomucoid-2) (OMD 2),Alpha-1-acid glycoprotein 2
B4E1B5,,"cDNA FLJ56763, weakly similar to Alpha-1-acid glycoprotein 2",Alpha-1-acid glycoprotein 2 (AGP 2) (Orosomucoid-2) (OMD 2),Alpha-1-acid glycoprotein 2
P02765,AHSG FETUA PRO2743,Alpha-2-HS-glycoprotein (Alpha-2-Z-globulin) (Ba-alpha-2-glycoprotein) (Fetuin-A) [Cleaved into: Alpha-2-HS-glycoprotein chain A; Alpha-2-HS-glycoprotein chain B],Alpha-2-HS-glycoprotein (Alpha-2-Z-globulin) (Ba-alpha-2-glycoprotein) (Fetuin-A) [Cleaved into: Alpha-2-HS-glycoprotein chain A; Alpha-2-HS-glycoprotein chain B],Alpha-2-HS-glycoprotein
C9JV77,AHSG,Alpha-2-HS-glycoprotein (Fetuin-A),Alpha-2-HS-glycoprotein (Alpha-2-Z-globulin) (Ba-alpha-2-glycoprotein) (Fetuin-A) [Cleaved into: Alpha-2-HS-glycoprotein chain A; Alpha-2-HS-glycoprotein chain B],Alpha-2-HS-glycoprotein
B7Z8Q2,,Alpha-2-HS-glycoprotein (Fetuin-A),Alpha-2-HS-glycoprotein (Alpha-2-Z-globulin) (Ba-alpha-2-glycoprotein) (Fetuin-A) [Cleaved into: Alpha-2-HS-glycoprotein chain A; Alpha-2-HS-glycoprotein chain B],Alpha-2-HS-glycoprotein
B7Z556,,Alpha-2-HS-glycoprotein (Fetuin-A),Alpha-2-HS-glycoprotein (Alpha-2-Z-globulin) (Ba-alpha-2-glycoprotein) (Fetuin-A) [Cleaved into: Alpha-2-HS-glycoprotein chain A; Alpha-2-HS-glycoprotein chain B],Alpha-2-HS-glycoprotein
P02765,AHSG FETUA PRO2743,Alpha-2-HS-glycoprotein (Alpha-2-Z-globulin) (Ba-alpha-2-glycoprotein) (Fetuin-A) [Cleaved into: Alpha-2-HS-glycoprotein chain A; Alpha-2-HS-glycoprotein chain B],Alpha-2-HS-glycoprotein (Fetuin-A),Alpha-2-HS-glycoprotein
C9JV77,AHSG,Alpha-2-HS-glycoprotein (Fetuin-A),Alpha-2-HS-glycoprotein (Fetuin-A),Alpha-2-HS-glycoprotein
B7Z8Q2,,Alpha-2-HS-glycoprotein (Fetuin-A),Alpha-2-HS-glycoprotein (Fetuin-A),Alpha-2-HS-glycoprotein
B7Z556,,Alpha-2-HS-glycoprotein (Fetuin-A),Alpha-2-HS-glycoprotein (Fetuin-A),Alpha-2-HS-glycoprotein
P08697,SERPINF2 AAP PLI,Alpha-2-antiplasmin (Alpha-2-AP) (Alpha-2-plasmin inhibitor) (Alpha-2-PI) (Serpin F2),Alpha-2-antiplasmin,Alpha-2-antiplasmin
C9JMH6,SERPINF2,Alpha-2-antiplasmin,Alpha-2-antiplasmin,Alpha-2-antiplasmin
P08697,SERPINF2 AAP PLI,Alpha-2-antiplasmin (Alpha-2-AP) (Alpha-2-plasmin inhibitor) (Alpha-2-PI) (Serpin F2),Alpha-2-antiplasmin (Alpha-2-AP) (Alpha-2-plasmin inhibitor) (Alpha-2-PI) (Serpin F2),Alpha-2-antiplasmin
C9JMH6,SERPINF2,Alpha-2-antiplasmin,Alpha-2-antiplasmin (Alpha-2-AP) (Alpha-2-plasmin inhibitor) (Alpha-2-PI) (Serpin F2),Alpha-2-antiplasmin
C9JEV0,AZGP1,"Alpha-2-glycoprotein 1, zinc-binding","Alpha-2-glycoprotein 1, zinc-binding","Alpha-2-glycoprotein 1, zinc-binding"
H7BZJ8,AZGP1,"Alpha-2-glycoprotein 1, zinc-binding","Alpha-2-glycoprotein 1, zinc-binding","Alpha-2-glycoprotein 1, zinc-binding"
P01023,A2M CPAMD5 FWP007,Alpha-2-macroglobulin (Alpha-2-M) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 5),Alpha-2-macroglobulin (Alpha-2-M) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 5),Alpha-2-macroglobulin
A8K2U0,A2ML1 CPAMD9,Alpha-2-macroglobulin-like protein 1 (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 9),Alpha-2-macroglobulin (Alpha-2-M) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 5),Alpha-2-macroglobulin
Q8IZJ3,CPAMD8 KIAA1283,C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8,Alpha-2-macroglobulin (Alpha-2-M) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 5),Alpha-2-macroglobulin
P20742,PZP CPAMD6,Pregnancy zone protein (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 6),Alpha-2-macroglobulin (Alpha-2-M) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 5),Alpha-2-macroglobulin
P30533,LRPAP1 A2MRAP,Alpha-2-macroglobulin receptor-associated protein (Alpha-2-MRAP) (Low density lipoprotein receptor-related protein-associated protein 1) (RAP),Alpha-2-macroglobulin (Alpha-2-M) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 5),Alpha-2-macroglobulin
L8EAW9,ARMCX4,Alternative protein ARMCX4,Alternative protein ARMCX4,Alternative protein ARMCX4
L8EAD7,DHX40,Alternative protein DHX40,Alternative protein DHX40,Alternative protein DHX40
P01019,AGT SERPINA8,Angiotensinogen (Serpin A8) [Cleaved into: Angiotensin-1 (Angiotensin 1-10) (Angiotensin I) (Ang I); Angiotensin-2 (Angiotensin 1-8) (Angiotensin II) (Ang II); Angiotensin-3 (Angiotensin 2-8) (Angiotensin III) (Ang III) (Des-Asp[1]-angiotensin II); Angiotensin-4 (Angiotensin 3-8) (Angiotensin IV) (Ang IV); Angiotensin 1-9; Angiotensin 1-7; Angiotensin 1-5; Angiotensin 1-4],Angiotensinogen,Angiotensinogen
A0A7P0T8D1,AGT,Angiotensinogen (Serpin A8),Angiotensinogen,Angiotensinogen
B0ZBE2,AGT hFLT1 hCG_14741,Angiotensinogen (Serpin A8),Angiotensinogen,Angiotensinogen
A0A7P0T9S6,AGT,Angiotensinogen (Serpin A8),Angiotensinogen,Angiotensinogen
A0A7P0TBH1,AGT,Angiotensinogen (Serpin A8),Angiotensinogen,Angiotensinogen
P01019,AGT SERPINA8,Angiotensinogen (Serpin A8) [Cleaved into: Angiotensin-1 (Angiotensin 1-10) (Angiotensin I) (Ang I); Angiotensin-2 (Angiotensin 1-8) (Angiotensin II) (Ang II); Angiotensin-3 (Angiotensin 2-8) (Angiotensin III) (Ang III) (Des-Asp[1]-angiotensin II); Angiotensin-4 (Angiotensin 3-8) (Angiotensin IV) (Ang IV); Angiotensin 1-9; Angiotensin 1-7; Angiotensin 1-5; Angiotensin 1-4],Angiotensinogen (Serpin A8),Angiotensinogen
A0A7P0T8D1,AGT,Angiotensinogen (Serpin A8),Angiotensinogen (Serpin A8),Angiotensinogen
B0ZBE2,AGT hFLT1 hCG_14741,Angiotensinogen (Serpin A8),Angiotensinogen (Serpin A8),Angiotensinogen
A0A7P0T9S6,AGT,Angiotensinogen (Serpin A8),Angiotensinogen (Serpin A8),Angiotensinogen
A0A7P0TBH1,AGT,Angiotensinogen (Serpin A8),Angiotensinogen (Serpin A8),Angiotensinogen
P01019,AGT SERPINA8,Angiotensinogen (Serpin A8) [Cleaved into: Angiotensin-1 (Angiotensin 1-10) (Angiotensin I) (Ang I); Angiotensin-2 (Angiotensin 1-8) (Angiotensin II) (Ang II); Angiotensin-3 (Angiotensin 2-8) (Angiotensin III) (Ang III) (Des-Asp[1]-angiotensin II); Angiotensin-4 (Angiotensin 3-8) (Angiotensin IV) (Ang IV); Angiotensin 1-9; Angiotensin 1-7; Angiotensin 1-5; Angiotensin 1-4],Angiotensinogen (Serpin A8) [Cleaved into: Angiotensin-1 (Angiotensin 1-10) (Angiotensin I) (Ang I); Angiotensin-2 (Angiotensin 1-8) (Angiotensin II) (Ang II); Angiotensin-3 (Angiotensin 2-8) (Angiotensin III) (Ang III) (Des-Asp[1]-angiotensin II); Angiotensin-4 (Angiotensin 3-8) (Angiotensin IV) (Ang IV); Angiotensin 1-9; Angiotensin 1-7; Angiotensin 1-5; Angiotensin 1-4],Angiotensinogen
A0A7P0T8D1,AGT,Angiotensinogen (Serpin A8),Angiotensinogen (Serpin A8) [Cleaved into: Angiotensin-1 (Angiotensin 1-10) (Angiotensin I) (Ang I); Angiotensin-2 (Angiotensin 1-8) (Angiotensin II) (Ang II); Angiotensin-3 (Angiotensin 2-8) (Angiotensin III) (Ang III) (Des-Asp[1]-angiotensin II); Angiotensin-4 (Angiotensin 3-8) (Angiotensin IV) (Ang IV); Angiotensin 1-9; Angiotensin 1-7; Angiotensin 1-5; Angiotensin 1-4],Angiotensinogen
B0ZBE2,AGT hFLT1 hCG_14741,Angiotensinogen (Serpin A8),Angiotensinogen (Serpin A8) [Cleaved into: Angiotensin-1 (Angiotensin 1-10) (Angiotensin I) (Ang I); Angiotensin-2 (Angiotensin 1-8) (Angiotensin II) (Ang II); Angiotensin-3 (Angiotensin 2-8) (Angiotensin III) (Ang III) (Des-Asp[1]-angiotensin II); Angiotensin-4 (Angiotensin 3-8) (Angiotensin IV) (Ang IV); Angiotensin 1-9; Angiotensin 1-7; Angiotensin 1-5; Angiotensin 1-4],Angiotensinogen
A0A7P0T9S6,AGT,Angiotensinogen (Serpin A8),Angiotensinogen (Serpin A8) [Cleaved into: Angiotensin-1 (Angiotensin 1-10) (Angiotensin I) (Ang I); Angiotensin-2 (Angiotensin 1-8) (Angiotensin II) (Ang II); Angiotensin-3 (Angiotensin 2-8) (Angiotensin III) (Ang III) (Des-Asp[1]-angiotensin II); Angiotensin-4 (Angiotensin 3-8) (Angiotensin IV) (Ang IV); Angiotensin 1-9; Angiotensin 1-7; Angiotensin 1-5; Angiotensin 1-4],Angiotensinogen
A0A7P0TBH1,AGT,Angiotensinogen (Serpin A8),Angiotensinogen (Serpin A8) [Cleaved into: Angiotensin-1 (Angiotensin 1-10) (Angiotensin I) (Ang I); Angiotensin-2 (Angiotensin 1-8) (Angiotensin II) (Ang II); Angiotensin-3 (Angiotensin 2-8) (Angiotensin III) (Ang III) (Des-Asp[1]-angiotensin II); Angiotensin-4 (Angiotensin 3-8) (Angiotensin IV) (Ang IV); Angiotensin 1-9; Angiotensin 1-7; Angiotensin 1-5; Angiotensin 1-4],Angiotensinogen
Q01484,ANK2 ANKB,Ankyrin-2 (ANK-2) (Ankyrin-B) (Brain ankyrin) (Non-erythroid ankyrin),Ankyrin 2,Ankyrin 2
A0A5F9ZGY3,ANK2,Ankyrin 2,Ankyrin 2,Ankyrin 2
A0A5F9ZGZ5,ANK2,Ankyrin 2,Ankyrin 2,Ankyrin 2
A0A5F9ZH38,ANK2,Ankyrin 2,Ankyrin 2,Ankyrin 2
A0A5F9ZH39,ANK2,Ankyrin 2,Ankyrin 2,Ankyrin 2
Q53LP3,SOWAHC ANKRD57 C2orf26,Ankyrin repeat domain-containing protein SOWAHC (Ankyrin repeat domain-containing protein 57) (Protein sosondowah homolog C),Ankyrin repeat domain-containing protein SOWAHC (Ankyrin repeat domain-containing protein 57) (Protein sosondowah homolog C),Ankyrin repeat domain-containing protein SOWAHC
Q9HD36,BCL2L10 BCL-B BCLB BOO DIVA,Bcl-2-like protein 10 (Bcl2-L-10) (Anti-apoptotic protein Boo) (Anti-apoptotic protein NrH) (Apoptosis regulator Bcl-B),Anti-(ED-B) scFV,Anti-
Q16671,AMHR2 AMHR MISR2,Anti-Muellerian hormone type-2 receptor (EC 2.7.11.30) (Anti-Muellerian hormone type II receptor) (AMH type II receptor) (MIS type II receptor) (MISRII) (MRII),Anti-(ED-B) scFV,Anti-
P03971,AMH MIF,Anti-Muellerian hormone (AMH) (Muellerian-inhibiting factor) (Muellerian-inhibiting substance) (MIS),Anti-(ED-B) scFV,Anti-
P78543,BTG2 PC3,Protein BTG2 (BTG family member 2) (NGF-inducible anti-proliferative protein PC3),Anti-(ED-B) scFV,Anti-
O95359,TACC2,Transforming acidic coiled-coil-containing protein 2 (Anti-Zuai-1) (AZU-1),Anti-(ED-B) scFV,Anti-
G3GAU4,,Anti-H1N1 influenza HA kappa chain variable region,Anti-H1N1 influenza HA kappa chain variable region,Anti-H1N1 influenza HA kappa chain variable region
A2KBC7,,Anti-IFN-G scFv,Anti-IFN-G scFv,Anti-IFN-G scFv
A2KBC4,,Anti-TN-C scFv,Anti-TN-C scFv,Anti-TN-C scFv
Q6WG70,,Antigen MLAA-35,Antigen MLAA-35,Antigen MLAA-35
P01008,SERPINC1 AT3 PRO0309,Antithrombin-III (ATIII) (Serpin C1),Antithrombin-III (ATIII) (Serpin C1),Antithrombin-III
A0A3Q8Q4D0,,Antithrombin-III (Serpin C1),Antithrombin-III (ATIII) (Serpin C1),Antithrombin-III
A0A2S0BDD1,ATIII-R2,Antithrombin-III (Serpin C1),Antithrombin-III (ATIII) (Serpin C1),Antithrombin-III
A0A0K0Q2Z1,SERPINC1,Antithrombin-III (Serpin C1),Antithrombin-III (ATIII) (Serpin C1),Antithrombin-III
A0A3S8NFS6,,Antithrombin-III (Serpin C1),Antithrombin-III (ATIII) (Serpin C1),Antithrombin-III
P01008,SERPINC1 AT3 PRO0309,Antithrombin-III (ATIII) (Serpin C1),Antithrombin-III (Serpin C1),Antithrombin-III
A0A3Q8Q4D0,,Antithrombin-III (Serpin C1),Antithrombin-III (Serpin C1),Antithrombin-III
A0A2S0BDD1,ATIII-R2,Antithrombin-III (Serpin C1),Antithrombin-III (Serpin C1),Antithrombin-III
A0A0K0Q2Z1,SERPINC1,Antithrombin-III (Serpin C1),Antithrombin-III (Serpin C1),Antithrombin-III
A0A3S8NFS6,,Antithrombin-III (Serpin C1),Antithrombin-III (Serpin C1),Antithrombin-III
P06727,APOA4,Apolipoprotein A-IV (Apo-AIV) (ApoA-IV) (Apolipoprotein A4),Apolipoprotein A-IV (Apo-AIV) (ApoA-IV) (Apolipoprotein A4),Apolipoprotein A-IV
Q13784,APOA4,Apolipoprotein A-IV (Apolipoprotein A4),Apolipoprotein A-IV (Apo-AIV) (ApoA-IV) (Apolipoprotein A4),Apolipoprotein A-IV
Q15969,ApoA-IV,Apolipoprotein A-IV,Apolipoprotein A-IV (Apo-AIV) (ApoA-IV) (Apolipoprotein A4),Apolipoprotein A-IV
P06727,APOA4,Apolipoprotein A-IV (Apo-AIV) (ApoA-IV) (Apolipoprotein A4),Apolipoprotein A-IV (Apolipoprotein A4),Apolipoprotein A-IV
Q13784,APOA4,Apolipoprotein A-IV (Apolipoprotein A4),Apolipoprotein A-IV (Apolipoprotein A4),Apolipoprotein A-IV
Q15969,ApoA-IV,Apolipoprotein A-IV,Apolipoprotein A-IV (Apolipoprotein A4),Apolipoprotein A-IV
P02654,APOC1,Apolipoprotein C-I (Apo-CI) (ApoC-I) (Apolipoprotein C1) [Cleaved into: Truncated apolipoprotein C-I],Apolipoprotein C-I,Apolipoprotein C-I
K7ERI9,APOC1,Apolipoprotein C-I,Apolipoprotein C-I,Apolipoprotein C-I
P02654,APOC1,Apolipoprotein C-I (Apo-CI) (ApoC-I) (Apolipoprotein C1) [Cleaved into: Truncated apolipoprotein C-I],Apolipoprotein C-I (Apo-CI) (ApoC-I) (Apolipoprotein C1) [Cleaved into: Truncated apolipoprotein C-I],Apolipoprotein C-I
K7ERI9,APOC1,Apolipoprotein C-I,Apolipoprotein C-I (Apo-CI) (ApoC-I) (Apolipoprotein C1) [Cleaved into: Truncated apolipoprotein C-I],Apolipoprotein C-I
P02655,APOC2 APC2,Apolipoprotein C-II (Apo-CII) (ApoC-II) (Apolipoprotein C2) [Cleaved into: Proapolipoprotein C-II (ProapoC-II)],Apolipoprotein C-II (Apo-CII) (ApoC-II) (Apolipoprotein C2),Apolipoprotein C-II
Q6P163,APOC2,Apolipoprotein C-II (Apo-CII) (ApoC-II) (Apolipoprotein C2),Apolipoprotein C-II (Apo-CII) (ApoC-II) (Apolipoprotein C2),Apolipoprotein C-II
K7ER74,APOC4-APOC2,Apolipoprotein C-II (Apo-CII) (ApoC-II) (Apolipoprotein C2),Apolipoprotein C-II (Apo-CII) (ApoC-II) (Apolipoprotein C2),Apolipoprotein C-II
A0A024R0T9,APOC2,Apolipoprotein C-II (Apo-CII) (ApoC-II) (Apolipoprotein C2),Apolipoprotein C-II (Apo-CII) (ApoC-II) (Apolipoprotein C2),Apolipoprotein C-II
V9GYJ8,APOC2,Apolipoprotein C-II (Apo-CII) (ApoC-II) (Apolipoprotein C2),Apolipoprotein C-II (Apo-CII) (ApoC-II) (Apolipoprotein C2),Apolipoprotein C-II
P02655,APOC2 APC2,Apolipoprotein C-II (Apo-CII) (ApoC-II) (Apolipoprotein C2) [Cleaved into: Proapolipoprotein C-II (ProapoC-II)],Apolipoprotein C-II (Apo-CII) (ApoC-II) (Apolipoprotein C2) [Cleaved into: Proapolipoprotein C-II (ProapoC-II)],Apolipoprotein C-II
Q6P163,APOC2,Apolipoprotein C-II (Apo-CII) (ApoC-II) (Apolipoprotein C2),Apolipoprotein C-II (Apo-CII) (ApoC-II) (Apolipoprotein C2) [Cleaved into: Proapolipoprotein C-II (ProapoC-II)],Apolipoprotein C-II
K7ER74,APOC4-APOC2,Apolipoprotein C-II (Apo-CII) (ApoC-II) (Apolipoprotein C2),Apolipoprotein C-II (Apo-CII) (ApoC-II) (Apolipoprotein C2) [Cleaved into: Proapolipoprotein C-II (ProapoC-II)],Apolipoprotein C-II
A0A024R0T9,APOC2,Apolipoprotein C-II (Apo-CII) (ApoC-II) (Apolipoprotein C2),Apolipoprotein C-II (Apo-CII) (ApoC-II) (Apolipoprotein C2) [Cleaved into: Proapolipoprotein C-II (ProapoC-II)],Apolipoprotein C-II
V9GYJ8,APOC2,Apolipoprotein C-II (Apo-CII) (ApoC-II) (Apolipoprotein C2),Apolipoprotein C-II (Apo-CII) (ApoC-II) (Apolipoprotein C2) [Cleaved into: Proapolipoprotein C-II (ProapoC-II)],Apolipoprotein C-II
P02656,APOC3,Apolipoprotein C-III (Apo-CIII) (ApoC-III) (Apolipoprotein C3),Apolipoprotein C-III (Apo-CIII) (ApoC-III) (Apolipoprotein C3),Apolipoprotein C-III
B0YIW2,APOC3,Apolipoprotein C-III (Apolipoprotein C3),Apolipoprotein C-III (Apo-CIII) (ApoC-III) (Apolipoprotein C3),Apolipoprotein C-III
A3KPE2,APOC3 hCG_41334,Apolipoprotein C-III (Apolipoprotein C3),Apolipoprotein C-III (Apo-CIII) (ApoC-III) (Apolipoprotein C3),Apolipoprotein C-III
C9J2Q0,APOC3,Apolipoprotein C-III (Apolipoprotein C3),Apolipoprotein C-III (Apo-CIII) (ApoC-III) (Apolipoprotein C3),Apolipoprotein C-III
P02656,APOC3,Apolipoprotein C-III (Apo-CIII) (ApoC-III) (Apolipoprotein C3),Apolipoprotein C-III (Apolipoprotein C3),Apolipoprotein C-III
B0YIW2,APOC3,Apolipoprotein C-III (Apolipoprotein C3),Apolipoprotein C-III (Apolipoprotein C3),Apolipoprotein C-III
A3KPE2,APOC3 hCG_41334,Apolipoprotein C-III (Apolipoprotein C3),Apolipoprotein C-III (Apolipoprotein C3),Apolipoprotein C-III
C9J2Q0,APOC3,Apolipoprotein C-III (Apolipoprotein C3),Apolipoprotein C-III (Apolipoprotein C3),Apolipoprotein C-III
P02655,APOC2 APC2,Apolipoprotein C-II (Apo-CII) (ApoC-II) (Apolipoprotein C2) [Cleaved into: Proapolipoprotein C-II (ProapoC-II)],Apolipoprotein C2,Apolipoprotein C2
Q6P163,APOC2,Apolipoprotein C-II (Apo-CII) (ApoC-II) (Apolipoprotein C2),Apolipoprotein C2,Apolipoprotein C2
K7ER74,APOC4-APOC2,Apolipoprotein C-II (Apo-CII) (ApoC-II) (Apolipoprotein C2),Apolipoprotein C2,Apolipoprotein C2
A0A024R0T9,APOC2,Apolipoprotein C-II (Apo-CII) (ApoC-II) (Apolipoprotein C2),Apolipoprotein C2,Apolipoprotein C2
V9GYJ8,APOC2,Apolipoprotein C-II (Apo-CII) (ApoC-II) (Apolipoprotein C2),Apolipoprotein C2,Apolipoprotein C2
P05090,APOD,Apolipoprotein D (Apo-D) (ApoD),Apolipoprotein D,Apolipoprotein D
B4DGC3,,Apolipoprotein D,Apolipoprotein D,Apolipoprotein D
C9JF17,APOD,Apolipoprotein D,Apolipoprotein D,Apolipoprotein D
C9JX71,APOD,Apolipoprotein D,Apolipoprotein D,Apolipoprotein D
F8WBT9,APOD,Apolipoprotein D,Apolipoprotein D,Apolipoprotein D
P05090,APOD,Apolipoprotein D (Apo-D) (ApoD),Apolipoprotein D (Apo-D) (ApoD),Apolipoprotein D
B4DGC3,,Apolipoprotein D,Apolipoprotein D (Apo-D) (ApoD),Apolipoprotein D
C9JF17,APOD,Apolipoprotein D,Apolipoprotein D (Apo-D) (ApoD),Apolipoprotein D
C9JX71,APOD,Apolipoprotein D,Apolipoprotein D (Apo-D) (ApoD),Apolipoprotein D
F8WBT9,APOD,Apolipoprotein D,Apolipoprotein D (Apo-D) (ApoD),Apolipoprotein D
P02649,APOE,Apolipoprotein E (Apo-E),Apolipoprotein E,Apolipoprotein E
Q14114,LRP8 APOER2,Low-density lipoprotein receptor-related protein 8 (LRP-8) (Apolipoprotein E receptor 2),Apolipoprotein E,Apolipoprotein E
Q07954,LRP1 A2MR APR,Prolow-density lipoprotein receptor-related protein 1 (LRP-1) (Alpha-2-macroglobulin receptor) (A2MR) (Apolipoprotein E receptor) (APOER) (CD antigen CD91) [Cleaved into: Low-density lipoprotein receptor-related protein 1 85 kDa subunit (LRP-85); Low-density lipoprotein receptor-related protein 1 515 kDa subunit (LRP-515); Low-density lipoprotein receptor-related protein 1 intracellular domain (LRPICD)],Apolipoprotein E,Apolipoprotein E
A0A0S2Z3D5,APOE,Apolipoprotein E,Apolipoprotein E,Apolipoprotein E
E9PEV4,APOE,Apolipoprotein E,Apolipoprotein E,Apolipoprotein E
P02649,APOE,Apolipoprotein E (Apo-E),Apolipoprotein E (Apo-E),Apolipoprotein E
Q14114,LRP8 APOER2,Low-density lipoprotein receptor-related protein 8 (LRP-8) (Apolipoprotein E receptor 2),Apolipoprotein E (Apo-E),Apolipoprotein E
Q07954,LRP1 A2MR APR,Prolow-density lipoprotein receptor-related protein 1 (LRP-1) (Alpha-2-macroglobulin receptor) (A2MR) (Apolipoprotein E receptor) (APOER) (CD antigen CD91) [Cleaved into: Low-density lipoprotein receptor-related protein 1 85 kDa subunit (LRP-85); Low-density lipoprotein receptor-related protein 1 515 kDa subunit (LRP-515); Low-density lipoprotein receptor-related protein 1 intracellular domain (LRPICD)],Apolipoprotein E (Apo-E),Apolipoprotein E
A0A0S2Z3D5,APOE,Apolipoprotein E,Apolipoprotein E (Apo-E),Apolipoprotein E
E9PEV4,APOE,Apolipoprotein E,Apolipoprotein E (Apo-E),Apolipoprotein E
Q13790,APOF,Apolipoprotein F (Apo-F) (Lipid transfer inhibitor protein) (LTIP),Apolipoprotein F (Apo-F) (Lipid transfer inhibitor protein) (LTIP),Apolipoprotein F
B2RC09,,"cDNA, FLJ95794, highly similar to Homo sapiens apolipoprotein F (APOF), mRNA",Apolipoprotein F (Apo-F) (Lipid transfer inhibitor protein) (LTIP),Apolipoprotein F
O14791,APOL1 APOL,Apolipoprotein L1 (Apolipoprotein L) (Apo-L) (ApoL) (Apolipoprotein L-I) (ApoL-I),Apolipoprotein L1,Apolipoprotein L1
B1AH94,APOL1,Apolipoprotein L1,Apolipoprotein L1,Apolipoprotein L1
B1AH96,APOL1,Apolipoprotein L1,Apolipoprotein L1,Apolipoprotein L1
A0A1B2FIW3,APOL1,Apolipoprotein L1,Apolipoprotein L1,Apolipoprotein L1
A0A1B2FIX0,APOL1,Apolipoprotein L1,Apolipoprotein L1,Apolipoprotein L1
O14791,APOL1 APOL,Apolipoprotein L1 (Apolipoprotein L) (Apo-L) (ApoL) (Apolipoprotein L-I) (ApoL-I),Apolipoprotein L1 (Apolipoprotein L) (Apo-L) (ApoL) (Apolipoprotein L-I) (ApoL-I),Apolipoprotein L1
B1AH94,APOL1,Apolipoprotein L1,Apolipoprotein L1 (Apolipoprotein L) (Apo-L) (ApoL) (Apolipoprotein L-I) (ApoL-I),Apolipoprotein L1
B1AH96,APOL1,Apolipoprotein L1,Apolipoprotein L1 (Apolipoprotein L) (Apo-L) (ApoL) (Apolipoprotein L-I) (ApoL-I),Apolipoprotein L1
A0A1B2FIW3,APOL1,Apolipoprotein L1,Apolipoprotein L1 (Apolipoprotein L) (Apo-L) (ApoL) (Apolipoprotein L-I) (ApoL-I),Apolipoprotein L1
A0A1B2FIX0,APOL1,Apolipoprotein L1,Apolipoprotein L1 (Apolipoprotein L) (Apo-L) (ApoL) (Apolipoprotein L-I) (ApoL-I),Apolipoprotein L1
O95445,APOM G3A NG20 HSPC336,Apolipoprotein M (Apo-M) (ApoM) (Protein G3a),Apolipoprotein M,Apolipoprotein M
I2D5I8,APOM,Apolipoprotein M,Apolipoprotein M,Apolipoprotein M
Q5SRP5,APOM,Apolipoprotein M,Apolipoprotein M,Apolipoprotein M
A0A1U9X793,,Apolipoprotein M,Apolipoprotein M,Apolipoprotein M
I2D5J2,APOM,Apolipoprotein M,Apolipoprotein M,Apolipoprotein M
O95445,APOM G3A NG20 HSPC336,Apolipoprotein M (Apo-M) (ApoM) (Protein G3a),Apolipoprotein M (Apo-M) (ApoM) (Protein G3a),Apolipoprotein M
I2D5I8,APOM,Apolipoprotein M,Apolipoprotein M (Apo-M) (ApoM) (Protein G3a),Apolipoprotein M
Q5SRP5,APOM,Apolipoprotein M,Apolipoprotein M (Apo-M) (ApoM) (Protein G3a),Apolipoprotein M
A0A1U9X793,,Apolipoprotein M,Apolipoprotein M (Apo-M) (ApoM) (Protein G3a),Apolipoprotein M
I2D5J2,APOM,Apolipoprotein M,Apolipoprotein M (Apo-M) (ApoM) (Protein G3a),Apolipoprotein M
Q5T4W7,ARTN EVN,Artemin (Enovin) (Neublastin),Artemin (Enovin) (Neublastin),Artemin
